target,horizon,model_family,model,model_label,representation,nominal_coverage,forecast_n,valid_interval_n,missing_or_invalid_interval_n,empirical_coverage,mean_interval_width,median_interval_width,coverage_direction,interval_method,undefined_reason,small_sample_flag
ASPH,2,neural_ablation,CNN_BiLSTM_Compact_NoAttention,CNN_BiLSTM_Compact_NoAttention,first_difference_direct,0.95,8,0,8,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
ASPH,2,primary_neural,BiLSTM,BiLSTM,linear_detrend_direct,0.8,8,0,8,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
ASPH,2,primary_neural,BiLSTM,BiLSTM,linear_detrend_direct,0.95,8,0,8,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
ASPH,2,primary_neural,CNN_BiLSTM_Attention_Compact,CNN_BiLSTM_Attention_Compact,first_difference_direct,0.8,8,0,8,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
ASPH,2,primary_neural,CNN_BiLSTM_Attention_Compact,CNN_BiLSTM_Attention_Compact,first_difference_direct,0.95,8,0,8,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
ASPH,2,primary_neural,CNN_GRU,CNN_GRU,first_difference_direct,0.8,8,0,8,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
ASPH,2,primary_neural,CNN_GRU,CNN_GRU,first_difference_direct,0.95,8,0,8,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
ASPH,2,primary_neural,CNN_LSTM,CNN_LSTM,first_difference_direct,0.8,8,0,8,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
ASPH,2,primary_neural,CNN_LSTM,CNN_LSTM,first_difference_direct,0.95,8,0,8,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
ASPH,2,primary_neural,CausalCNN,CausalCNN,first_difference_direct,0.8,8,0,8,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
ASPH,2,primary_neural,CausalCNN,CausalCNN,first_difference_direct,0.95,8,0,8,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
ASPH,2,primary_neural,GRU,GRU,linear_detrend_direct,0.8,8,0,8,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
ASPH,2,primary_neural,GRU,GRU,linear_detrend_direct,0.95,8,0,8,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
ASPH,2,primary_neural,LSTM,LSTM,linear_detrend_direct,0.8,8,0,8,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
ASPH,2,primary_neural,LSTM,LSTM,linear_detrend_direct,0.95,8,0,8,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
ASPH,2,statistical,ARIMA,ARIMA,statistical_native,0.8,8,8,0,1.0,0.002128931429757938,0.0021287544045113793,overcoverage,frozen statistical model-native or training-only empirical method,,
ASPH,2,statistical,ARIMA,ARIMA,statistical_native,0.95,8,8,0,1.0,0.003255919652447023,0.0032556489156956303,overcoverage,frozen statistical model-native or training-only empirical method,,
ASPH,2,statistical,Drift,Drift,statistical_native,0.8,8,8,0,0.0,0.008119243258981917,0.008800095180850065,undercoverage,frozen statistical model-native or training-only empirical method,,
ASPH,2,statistical,Drift,Drift,statistical_native,0.95,8,8,0,0.0,0.01258816753987918,0.013239085174658632,undercoverage,frozen statistical model-native or training-only empirical method,,
ASPH,2,statistical,ETS,ETS,statistical_native,0.8,8,8,0,0.625,0.000861832813678548,0.0008473373356928104,undercoverage,frozen statistical model-native or training-only empirical method,,
ASPH,2,statistical,ETS,ETS,statistical_native,0.95,8,8,0,0.625,0.002031664110082383,0.0019826174769094485,undercoverage,frozen statistical model-native or training-only empirical method,,
ASPH,2,statistical,LinearTrend,LinearTrend,statistical_native,0.8,8,8,0,0.0,0.03336267939054989,0.03336274473123513,undercoverage,frozen statistical model-native or training-only empirical method,,
ASPH,2,statistical,LinearTrend,LinearTrend,statistical_native,0.95,8,8,0,0.0,0.05232386448597788,0.05233561717425256,undercoverage,frozen statistical model-native or training-only empirical method,,
ASPH,2,statistical,Naive,Naive,statistical_native,0.8,8,8,0,1.0,0.01954822368165538,0.020467595852692255,overcoverage,frozen statistical model-native or training-only empirical method,,
ASPH,2,statistical,Naive,Naive,statistical_native,0.95,8,8,0,1.0,0.02258631225627991,0.023655508765521888,overcoverage,frozen statistical model-native or training-only empirical method,,
ASPH,2,statistical,Theta,Theta,statistical_native,0.8,8,8,0,0.0,0.006882619849258809,0.0070268750850145945,undercoverage,frozen statistical model-native or training-only empirical method,,
ASPH,2,statistical,Theta,Theta,statistical_native,0.95,8,8,0,0.0,0.010526058713911546,0.010746678058668524,undercoverage,frozen statistical model-native or training-only empirical method,,
ASPH,5,classical_ml,RandomForest,RandomForest [first_difference_direct],first_difference_direct,0.8,5,0,5,,,,not_estimable,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,fewer than 8 conformal residuals or interval unavailable,extreme_small_sample_instability_n5
ASPH,5,classical_ml,RandomForest,RandomForest [first_difference_direct],first_difference_direct,0.95,5,0,5,,,,not_estimable,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,fewer than 8 conformal residuals or interval unavailable,extreme_small_sample_instability_n5
ASPH,5,classical_ml,RandomForest,RandomForest [linear_detrend_direct],linear_detrend_direct,0.8,5,0,5,,,,not_estimable,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,fewer than 8 conformal residuals or interval unavailable,extreme_small_sample_instability_n5
ASPH,5,classical_ml,RandomForest,RandomForest [linear_detrend_direct],linear_detrend_direct,0.95,5,0,5,,,,not_estimable,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,fewer than 8 conformal residuals or interval unavailable,extreme_small_sample_instability_n5
ASPH,5,classical_ml,SVR,SVR [first_difference_direct],first_difference_direct,0.8,5,0,5,,,,not_estimable,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,fewer than 8 conformal residuals or interval unavailable,extreme_small_sample_instability_n5
ASPH,5,classical_ml,SVR,SVR [first_difference_direct],first_difference_direct,0.95,5,0,5,,,,not_estimable,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,fewer than 8 conformal residuals or interval unavailable,extreme_small_sample_instability_n5
ASPH,5,classical_ml,SVR,SVR [linear_detrend_direct],linear_detrend_direct,0.8,5,0,5,,,,not_estimable,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,fewer than 8 conformal residuals or interval unavailable,extreme_small_sample_instability_n5
ASPH,5,classical_ml,SVR,SVR [linear_detrend_direct],linear_detrend_direct,0.95,5,0,5,,,,not_estimable,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,fewer than 8 conformal residuals or interval unavailable,extreme_small_sample_instability_n5
ASPH,5,classical_ml,XGBoost,XGBoost [first_difference_direct],first_difference_direct,0.8,5,0,5,,,,not_estimable,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,fewer than 8 conformal residuals or interval unavailable,extreme_small_sample_instability_n5
ASPH,5,classical_ml,XGBoost,XGBoost [first_difference_direct],first_difference_direct,0.95,5,0,5,,,,not_estimable,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,fewer than 8 conformal residuals or interval unavailable,extreme_small_sample_instability_n5
ASPH,5,classical_ml,XGBoost,XGBoost [linear_detrend_direct],linear_detrend_direct,0.8,5,0,5,,,,not_estimable,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,fewer than 8 conformal residuals or interval unavailable,extreme_small_sample_instability_n5
ASPH,5,classical_ml,XGBoost,XGBoost [linear_detrend_direct],linear_detrend_direct,0.95,5,0,5,,,,not_estimable,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,fewer than 8 conformal residuals or interval unavailable,extreme_small_sample_instability_n5
ASPH,5,neural_ablation,CNN_BiLSTM_Attention_Original23K,CNN_BiLSTM_Attention_Original23K,linear_detrend_direct,0.8,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,neural_ablation,CNN_BiLSTM_Attention_Original23K,CNN_BiLSTM_Attention_Original23K,linear_detrend_direct,0.95,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,neural_ablation,CNN_BiLSTM_Compact_NoAttention,CNN_BiLSTM_Compact_NoAttention,linear_detrend_direct,0.8,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,neural_ablation,CNN_BiLSTM_Compact_NoAttention,CNN_BiLSTM_Compact_NoAttention,linear_detrend_direct,0.95,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,primary_neural,BiLSTM,BiLSTM,linear_detrend_direct,0.8,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,primary_neural,BiLSTM,BiLSTM,linear_detrend_direct,0.95,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,primary_neural,CNN_BiLSTM_Attention_Compact,CNN_BiLSTM_Attention_Compact,linear_detrend_direct,0.8,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,primary_neural,CNN_BiLSTM_Attention_Compact,CNN_BiLSTM_Attention_Compact,linear_detrend_direct,0.95,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,primary_neural,CNN_GRU,CNN_GRU,linear_detrend_direct,0.8,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,primary_neural,CNN_GRU,CNN_GRU,linear_detrend_direct,0.95,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,primary_neural,CNN_LSTM,CNN_LSTM,linear_detrend_direct,0.8,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,primary_neural,CNN_LSTM,CNN_LSTM,linear_detrend_direct,0.95,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,primary_neural,CausalCNN,CausalCNN,linear_detrend_direct,0.8,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,primary_neural,CausalCNN,CausalCNN,linear_detrend_direct,0.95,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,primary_neural,GRU,GRU,linear_detrend_direct,0.8,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,primary_neural,GRU,GRU,linear_detrend_direct,0.95,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,primary_neural,LSTM,LSTM,linear_detrend_direct,0.8,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,primary_neural,LSTM,LSTM,linear_detrend_direct,0.95,5,0,5,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,extreme_small_sample_instability_n5
ASPH,5,statistical,ARIMA,ARIMA,statistical_native,0.8,5,5,0,0.4,0.008128335803424891,0.008256944308794867,undercoverage,frozen statistical model-native or training-only empirical method,,extreme_small_sample_instability_n5
ASPH,5,statistical,ARIMA,ARIMA,statistical_native,0.95,5,5,0,1.0,0.012431216860314342,0.012627906595950256,overcoverage,frozen statistical model-native or training-only empirical method,,extreme_small_sample_instability_n5
ASPH,5,statistical,Drift,Drift,statistical_native,0.8,5,5,0,0.0,0.01155472279816332,0.01129225327384975,undercoverage,frozen statistical model-native or training-only empirical method,,extreme_small_sample_instability_n5
ASPH,5,statistical,Drift,Drift,statistical_native,0.95,5,5,0,0.0,0.021077534090505133,0.021315212954277518,undercoverage,frozen statistical model-native or training-only empirical method,,extreme_small_sample_instability_n5
ASPH,5,statistical,ETS,ETS,statistical_native,0.8,5,5,0,0.0,0.0008773712295942592,0.0008582526889593378,undercoverage,frozen statistical model-native or training-only empirical method,,extreme_small_sample_instability_n5
ASPH,5,statistical,ETS,ETS,statistical_native,0.95,5,5,0,0.2,0.002068593119834994,0.0019942157094662294,undercoverage,frozen statistical model-native or training-only empirical method,,extreme_small_sample_instability_n5
ASPH,5,statistical,LinearTrend,LinearTrend,statistical_native,0.8,5,5,0,0.0,0.030131443290108195,0.029929274617883084,undercoverage,frozen statistical model-native or training-only empirical method,,extreme_small_sample_instability_n5
ASPH,5,statistical,LinearTrend,LinearTrend,statistical_native,0.95,5,5,0,0.0,0.04735119840490822,0.047038924016279515,undercoverage,frozen statistical model-native or training-only empirical method,,extreme_small_sample_instability_n5
ASPH,5,statistical,Naive,Naive,statistical_native,0.8,5,5,0,1.0,0.03399196850398852,0.03367003845526434,overcoverage,frozen statistical model-native or training-only empirical method,,extreme_small_sample_instability_n5
ASPH,5,statistical,Naive,Naive,statistical_native,0.95,5,5,0,1.0,0.04351102306570097,0.04368113669825613,overcoverage,frozen statistical model-native or training-only empirical method,,extreme_small_sample_instability_n5
ASPH,5,statistical,Theta,Theta,statistical_native,0.8,5,5,0,0.0,0.010353813139957823,0.01049034463001619,undercoverage,frozen statistical model-native or training-only empirical method,,extreme_small_sample_instability_n5
ASPH,5,statistical,Theta,Theta,statistical_native,0.95,5,5,0,0.0,0.015834790735362446,0.01604359763042973,undercoverage,frozen statistical model-native or training-only empirical method,,extreme_small_sample_instability_n5
MTC,1,classical_ml,RandomForest,RandomForest [first_difference_direct],first_difference_direct,0.8,18,11,7,0.8181818181818182,0.002994287877420893,0.003389503864511312,overcoverage,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,,
MTC,1,classical_ml,RandomForest,RandomForest [first_difference_direct],first_difference_direct,0.95,18,11,7,0.8181818181818182,0.002994287877420893,0.003389503864511312,undercoverage,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,,
MTC,1,classical_ml,RandomForest,RandomForest [linear_detrend_direct],linear_detrend_direct,0.8,18,11,7,0.7272727272727273,0.022740899404354954,0.019886678262752255,undercoverage,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,,
MTC,1,classical_ml,RandomForest,RandomForest [linear_detrend_direct],linear_detrend_direct,0.95,18,11,7,0.7272727272727273,0.022740899404354954,0.019886678262752255,undercoverage,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,,
MTC,1,classical_ml,SVR,SVR [first_difference_direct],first_difference_direct,0.8,18,11,7,1.0,0.002068974086257795,0.0018582315991864107,overcoverage,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,,
MTC,1,classical_ml,SVR,SVR [first_difference_direct],first_difference_direct,0.95,18,11,7,1.0,0.002068974086257795,0.0018582315991864107,overcoverage,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,,
MTC,1,classical_ml,SVR,SVR [linear_detrend_direct],linear_detrend_direct,0.8,18,11,7,0.8181818181818182,0.023179926148901006,0.024446427280054195,overcoverage,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,,
MTC,1,classical_ml,SVR,SVR [linear_detrend_direct],linear_detrend_direct,0.95,18,11,7,0.8181818181818182,0.023179926148901006,0.024446427280054195,undercoverage,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,,
MTC,1,classical_ml,XGBoost,XGBoost [first_difference_direct],first_difference_direct,0.8,18,11,7,0.8181818181818182,0.00268950649429265,0.0028855624227013266,overcoverage,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,,
MTC,1,classical_ml,XGBoost,XGBoost [first_difference_direct],first_difference_direct,0.95,18,11,7,0.8181818181818182,0.00268950649429265,0.0028855624227013266,undercoverage,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,,
MTC,1,classical_ml,XGBoost,XGBoost [linear_detrend_direct],linear_detrend_direct,0.8,18,11,7,0.8181818181818182,0.026518718046989322,0.026096626237636755,overcoverage,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,,
MTC,1,classical_ml,XGBoost,XGBoost [linear_detrend_direct],linear_detrend_direct,0.95,18,11,7,0.8181818181818182,0.026518718046989322,0.026096626237636755,undercoverage,frozen rolling finite-sample conformal; last 8 eligible historical pseudo-origins; minimum 8 residuals,,
MTC,1,neural_ablation,CNN_BiLSTM_Attention_Original23K,CNN_BiLSTM_Attention_Original23K,first_difference_direct,0.8,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,neural_ablation,CNN_BiLSTM_Attention_Original23K,CNN_BiLSTM_Attention_Original23K,first_difference_direct,0.95,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,neural_ablation,CNN_BiLSTM_Compact_NoAttention,CNN_BiLSTM_Compact_NoAttention,first_difference_direct,0.8,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,neural_ablation,CNN_BiLSTM_Compact_NoAttention,CNN_BiLSTM_Compact_NoAttention,first_difference_direct,0.95,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,primary_neural,BiLSTM,BiLSTM,first_difference_direct,0.8,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,primary_neural,BiLSTM,BiLSTM,first_difference_direct,0.95,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,primary_neural,CNN_BiLSTM_Attention_Compact,CNN_BiLSTM_Attention_Compact,first_difference_direct,0.8,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,primary_neural,CNN_BiLSTM_Attention_Compact,CNN_BiLSTM_Attention_Compact,first_difference_direct,0.95,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,primary_neural,CNN_GRU,CNN_GRU,first_difference_direct,0.8,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,primary_neural,CNN_GRU,CNN_GRU,first_difference_direct,0.95,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,primary_neural,CNN_LSTM,CNN_LSTM,first_difference_direct,0.8,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,primary_neural,CNN_LSTM,CNN_LSTM,first_difference_direct,0.95,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,primary_neural,CausalCNN,CausalCNN,first_difference_direct,0.8,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,primary_neural,CausalCNN,CausalCNN,first_difference_direct,0.95,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,primary_neural,GRU,GRU,first_difference_direct,0.8,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,primary_neural,GRU,GRU,first_difference_direct,0.95,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,primary_neural,LSTM,LSTM,first_difference_direct,0.8,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,primary_neural,LSTM,LSTM,first_difference_direct,0.95,18,0,18,,,,not_estimable,not available: no frozen neural predictive-interval method,no frozen neural predictive-interval method,
MTC,1,statistical,ARIMA,ARIMA,statistical_native,0.8,18,18,0,0.5,0.0005518209540733565,0.0005660267663483154,undercoverage,frozen statistical model-native or training-only empirical method,,
MTC,1,statistical,ARIMA,ARIMA,statistical_native,0.95,18,18,0,0.6666666666666666,0.0008439373217404227,0.000865663236777614,undercoverage,frozen statistical model-native or training-only empirical method,,
MTC,1,statistical,Drift,Drift,statistical_native,0.8,18,18,0,0.6666666666666666,0.00640624224677354,0.006392490738944101,undercoverage,frozen statistical model-native or training-only empirical method,,
MTC,1,statistical,Drift,Drift,statistical_native,0.95,18,18,0,0.7222222222222222,0.006916357256435912,0.0069178890135557225,undercoverage,frozen statistical model-native or training-only empirical method,,
MTC,1,statistical,ETS,ETS,statistical_native,0.8,18,18,0,0.8888888888888888,0.0017235594896222296,0.001763104625104539,overcoverage,frozen statistical model-native or training-only empirical method,,
MTC,1,statistical,ETS,ETS,statistical_native,0.95,18,18,0,0.9444444444444444,0.00198465292295438,0.0020113097261038604,undercoverage,frozen statistical model-native or training-only empirical method,,
MTC,1,statistical,LinearTrend,LinearTrend,statistical_native,0.8,18,18,0,0.3888888888888889,0.03682932940008291,0.03932741129569628,undercoverage,frozen statistical model-native or training-only empirical method,,
MTC,1,statistical,LinearTrend,LinearTrend,statistical_native,0.95,18,18,0,0.7777777777777778,0.05751612648762085,0.06140038130885728,undercoverage,frozen statistical model-native or training-only empirical method,,
MTC,1,statistical,Naive,Naive,statistical_native,0.8,18,18,0,0.0,0.007653350472741109,0.007653874147691919,undercoverage,frozen statistical model-native or training-only empirical method,,
MTC,1,statistical,Naive,Naive,statistical_native,0.95,18,18,0,0.0,0.008358238797008699,0.00837283588359039,undercoverage,frozen statistical model-native or training-only empirical method,,
MTC,1,statistical,Theta,Theta,statistical_native,0.8,18,18,0,0.2222222222222222,0.003943585070887619,0.003927970305021233,undercoverage,frozen statistical model-native or training-only empirical method,,
MTC,1,statistical,Theta,Theta,statistical_native,0.95,18,18,0,0.3888888888888889,0.0060311929045358224,0.006007312180928537,undercoverage,frozen statistical model-native or training-only empirical method,,
